ID,label
S00000,0
S00001,0
S00002,0
S00003,0
S00004,0
S00005,0
S00006,0
S00007,0
S00008,0
S00009,0
S00010,0
S00011,0
S00012,0
S00013,0
S00014,0
S00015,0
S00016,0
S00017,0
S00018,0
S00019,0
S00020,0
S00021,0
S00022,0
S00023,0
S00024,0
S00025,0
S00026,0
S00027,0
S00028,0
S00029,0
S00030,0
S00031,0
S00032,0
S00033,0
S00034,0
S00035,0
S00036,0
S00037,0
S00038,0
S00039,0
S00040,0
S00041,0
S00042,0
S00043,0
S00044,0
S00045,0
S00046,0
S00047,0
S00048,0
S00049,0
S00050,0
S00051,0
S00052,0
S00053,0
S00054,0
S00055,0
S00056,0
S00057,0
S00058,0
S00059,0
S00060,0
S00061,0
S00062,0
S00063,0
S00064,0
S00065,0
S00066,0
S00067,0
S00068,0
S00069,0
S00070,0
S00071,0
S00072,0
S00073,0
S00074,0
S00075,0
S00076,0
S00077,0
S00078,0
S00079,0
S00080,0
S00081,0
S00082,0
S00083,0
S00084,0
S00085,0
S00086,0
S00087,0
S00088,0
S00089,0
S00090,0
S00091,0
S00092,0
S00093,0
S00094,0
S00095,0
S00096,0
S00097,0
S00098,0
S00099,0
S00100,0
S00101,0
S00102,0
S00103,0
S00104,0
S00105,0
S00106,0
S00107,0
S00108,0
S00109,0
S00110,0
S00111,0
S00112,0
S00113,0
S00114,0
S00115,0
S00116,0
S00117,0
S00118,0
S00119,0
S00120,0
S00121,0
S00122,0
S00123,0
S00124,0
S00125,0
S00126,0
S00127,0
S00128,0
S00129,0
S00130,0
S00131,0
S00132,0
S00133,0
S00134,0
S00135,0
S00136,0
S00137,0
S00138,0
S00139,0
S00140,0
S00141,0
S00142,0
S00143,0
S00144,0
S00145,0
S00146,0
S00147,0
S00148,0
S00149,0
S00150,0
S00151,0
S00152,0
S00153,0
S00154,0
S00155,0
S00156,0
S00157,0
S00158,0
S00159,0
S00160,0
S00161,0
S00162,0
S00163,0
S00164,0
S00165,0
S00166,0
S00167,0
S00168,0
S00169,0
S00170,0
S00171,0
S00172,0
S00173,0
S00174,0
S00175,0
S00176,0
S00177,0
S00178,0
S00179,0
S00180,0
S00181,0
S00182,0
S00183,0
S00184,0
S00185,0
S00186,0
S00187,0
S00188,0
S00189,0
S00190,0
S00191,0
S00192,0
S00193,0
S00194,0
S00195,0
S00196,0
S00197,0
S00198,0
S00199,0
S00200,0
S00201,0
S00202,0
S00203,0
S00204,0
S00205,0
S00206,0
S00207,0
S00208,0
S00209,0
S00210,0
S00211,0
S00212,0
S00213,0
S00214,0
S00215,0
S00216,0
S00217,0
S00218,0
S00219,0
S00220,0
S00221,0
S00222,0
S00223,0
S00224,0
S00225,0
S00226,0
S00227,0
S00228,0
S00229,0
S00230,0
S00231,0
S00232,0
S00233,0
S00234,0
S00235,0
S00236,0
S00237,0
S00238,0
S00239,0
S00240,0
S00241,0
S00242,0
S00243,0
S00244,0
S00245,0
S00246,0
S00247,0
S00248,0
S00249,0
S00250,0
S00251,0
S00252,0
S00253,0
S00254,0
S00255,0
S00256,0
S00257,0
S00258,0
S00259,0
S00260,0
S00261,0
S00262,0
S00263,0
